Entity,Code,Year,Population density of the capital city,Population density of the capital city (projected) (Projected),Population density of the capital city (Annotations),Population density of the capital city (projected) (Annotations)
Russia,RUS,2020,9424.313,9424.313,Moscow,Moscow
Russia,RUS,2025,,9304.774,,Moscow
Russia,RUS,2030,,9340.404,,Moscow
Russia,RUS,2035,,9387.29,,Moscow
Russia,RUS,2040,,9421.132,,Moscow
Russia,RUS,2045,,9468.255,,Moscow
Russia,RUS,2050,,9510.764,,Moscow
Russia,RUS,2055,,9495.31,,Moscow
Russia,RUS,2060,,9483.299,,Moscow
Russia,RUS,2065,,9416.619,,Moscow
Russia,RUS,2070,,9433.795,,Moscow
Russia,RUS,2075,,9431.9,,Moscow
Russia,RUS,2080,,9483.19,,Moscow
Russia,RUS,2085,,9474.32,,Moscow
Russia,RUS,2090,,9483.847,,Moscow
Russia,RUS,2095,,9509.788,,Moscow
Russia,RUS,2100,,9499.198,,Moscow
Rwanda,RWA,1980,3009.4658,,Kigali,
Rwanda,RWA,1985,3500.3206,,Kigali,
Rwanda,RWA,1990,3197.8682,,Kigali,
Rwanda,RWA,1995,3669.2876,,Kigali,
Rwanda,RWA,2000,4739.615,,Kigali,
Rwanda,RWA,2005,4680.581,,Kigali,
Rwanda,RWA,2010,4687.353,,Kigali,
Rwanda,RWA,2015,5050.089,,Kigali,
Rwanda,RWA,2020,5138.8706,5138.8706,Kigali,Kigali
Rwanda,RWA,2025,,5169.7266,,Kigali
Rwanda,RWA,2030,,5404.072,,Kigali
Rwanda,RWA,2035,,5604.8955,,Kigali
Rwanda,RWA,2040,,5778.3037,,Kigali
Rwanda,RWA,2045,,5746.6074,,Kigali
Rwanda,RWA,2050,,5766.854,,Kigali
Rwanda,RWA,2055,,5655.595,,Kigali
Rwanda,RWA,2060,,5823.883,,Kigali
Rwanda,RWA,2065,,5600.379,,Kigali
Rwanda,RWA,2070,,5582.475,,Kigali
Rwanda,RWA,2075,,5535.44,,Kigali
Rwanda,RWA,2080,,5568.5366,,Kigali
Rwanda,RWA,2085,,5586.3047,,Kigali
Rwanda,RWA,2090,,5568.1353,,Kigali
Rwanda,RWA,2095,,5609.813,,Kigali
Rwanda,RWA,2100,,5586.7065,,Kigali
Samoa,WSM,2040,,1681.25,,Apia
Samoa,WSM,2045,,1732.0203,,Apia
Samoa,WSM,2050,,1778.781,,Apia
Samoa,WSM,2055,,1819.7346,,Apia
Samoa,WSM,2060,,1861.8889,,Apia
Samoa,WSM,2065,,1834.5039,,Apia
Samoa,WSM,2070,,1881.9564,,Apia
Samoa,WSM,2075,,1926.5908,,Apia
Samoa,WSM,2080,,1964.5609,,Apia
Samoa,WSM,2085,,1893.5326,,Apia
Samoa,WSM,2090,,1919.6305,,Apia
Samoa,WSM,2095,,1881.3466,,Apia
Samoa,WSM,2100,,1897.2449,,Apia
Sao Tome and Principe,STP,1990,3464.7058,,São Tomé,
Sao Tome and Principe,STP,1995,3696.8333,,São Tomé,
Sao Tome and Principe,STP,2000,3542.3306,,São Tomé,
Sao Tome and Principe,STP,2005,3833.5771,,São Tomé,
Sao Tome and Principe,STP,2010,4357.7827,,São Tomé,
Sao Tome and Principe,STP,2015,4580.32,,São Tomé,
Sao Tome and Principe,STP,2020,3974.1855,3974.1855,São Tomé,São Tomé
Sao Tome and Principe,STP,2025,,4232.6895,,São Tomé
Sao Tome and Principe,STP,2030,,4899.585,,São Tomé
Sao Tome and Principe,STP,2035,,4984.371,,São Tomé
Sao Tome and Principe,STP,2040,,5170.184,,São Tomé
Sao Tome and Principe,STP,2045,,5122.4097,,São Tomé
Sao Tome and Principe,STP,2050,,4883.966,,São Tomé
Sao Tome and Principe,STP,2055,,5156.3535,,São Tomé
Sao Tome and Principe,STP,2060,,5254.124,,São Tomé
Sao Tome and Principe,STP,2065,,5193.195,,São Tomé
Sao Tome and Principe,STP,2070,,4874.422,,São Tomé
Sao Tome and Principe,STP,2075,,4569.971,,São Tomé
Sao Tome and Principe,STP,2080,,4672.9507,,São Tomé
Sao Tome and Principe,STP,2085,,4792.966,,São Tomé
Sao Tome and Principe,STP,2090,,4805.031,,São Tomé
Sao Tome and Principe,STP,2095,,4884.2466,,São Tomé
Sao Tome and Principe,STP,2100,,4892.511,,São Tomé
Saudi Arabia,SAU,1980,1903.5868,,Riyadh,
Saudi Arabia,SAU,1985,2245.8967,,Riyadh,
Saudi Arabia,SAU,1990,2677.997,,Riyadh,
Saudi Arabia,SAU,1995,3323.8562,,Riyadh,
Saudi Arabia,SAU,2000,3794.1682,,Riyadh,
Saudi Arabia,SAU,2005,4677.032,,Riyadh,
Saudi Arabia,SAU,2010,5265.9385,,Riyadh,
Saudi Arabia,SAU,2015,6141.406,,Riyadh,
Saudi Arabia,SAU,2020,6068.999,6068.999,Riyadh,Riyadh
Saudi Arabia,SAU,2025,,6339.5205,,Riyadh
Saudi Arabia,SAU,2030,,6449.46,,Riyadh
Saudi Arabia,SAU,2035,,6445.908,,Riyadh
Saudi Arabia,SAU,2040,,6589.1206,,Riyadh
Saudi Arabia,SAU,2045,,6767.0415,,Riyadh
Saudi Arabia,SAU,2050,,6897.1753,,Riyadh
Saudi Arabia,SAU,2055,,7048.8945,,Riyadh
Saudi Arabia,SAU,2060,,7207.9263,,Riyadh
Saudi Arabia,SAU,2065,,7323.8774,,Riyadh
Saudi Arabia,SAU,2070,,7392.3086,,Riyadh
Saudi Arabia,SAU,2075,,7381.531,,Riyadh
Saudi Arabia,SAU,2080,,7378.62,,Riyadh
Saudi Arabia,SAU,2085,,7491.521,,Riyadh
Saudi Arabia,SAU,2090,,7543.8286,,Riyadh
Saudi Arabia,SAU,2095,,7597.8125,,Riyadh
Saudi Arabia,SAU,2100,,7604.357,,Riyadh
Senegal,SEN,1975,4420.1904,,Dakar,
Senegal,SEN,1980,5189.9697,,Dakar,
Senegal,SEN,1985,5996.867,,Dakar,
Senegal,SEN,1990,7025.7725,,Dakar,
Senegal,SEN,1995,8082.739,,Dakar,
Senegal,SEN,2000,9264.211,,Dakar,
Senegal,SEN,2005,10254.114,,Dakar,
Senegal,SEN,2010,11307.37,,Dakar,
Senegal,SEN,2015,12632.588,,Dakar,
Senegal,SEN,2020,12830.189,12830.189,Dakar,Dakar
Senegal,SEN,2025,,13565.053,,Dakar
Senegal,SEN,2030,,14374.149,,Dakar
Senegal,SEN,2035,,15162.173,,Dakar
Senegal,SEN,2040,,15212.528,,Dakar
Senegal,SEN,2045,,15057.927,,Dakar
Senegal,SEN,2050,,15585.962,,Dakar
Senegal,SEN,2055,,16151.906,,Dakar
Senegal,SEN,2060,,16345.305,,Dakar
Senegal,SEN,2065,,16582.555,,Dakar
Senegal,SEN,2070,,16775.371,,Dakar
Senegal,SEN,2075,,16819.934,,Dakar
Senegal,SEN,2080,,16394.562,,Dakar
Senegal,SEN,2085,,16632.086,,Dakar
Senegal,SEN,2090,,16800.424,,Dakar
Senegal,SEN,2095,,16756.227,,Dakar
Senegal,SEN,2100,,16574.521,,Dakar
Serbia,SRB,1975,5434.587,,Belgrade,
Serbia,SRB,1980,5773.3315,,Belgrade,
Serbia,SRB,1985,5900.7065,,Belgrade,
Serbia,SRB,1990,5669.957,,Belgrade,
Serbia,SRB,1995,5774.4385,,Belgrade,
Serbia,SRB,2000,5852.1055,,Belgrade,
Serbia,SRB,2005,5836.5015,,Belgrade,
Serbia,SRB,2010,5950.411,,Belgrade,
Serbia,SRB,2015,5724.0127,,Belgrade,
Serbia,SRB,2020,5944.362,5944.362,Belgrade,Belgrade
Serbia,SRB,2025,,5871.2583,,Belgrade
Serbia,SRB,2030,,5790.2075,,Belgrade
Serbia,SRB,2035,,5721.866,,Belgrade
Serbia,SRB,2040,,5626.949,,Belgrade
Serbia,SRB,2045,,5521.4004,,Belgrade
Serbia,SRB,2050,,5472.237,,Belgrade
Serbia,SRB,2055,,5417.217,,Belgrade
Serbia,SRB,2060,,5318.367,,Belgrade
Serbia,SRB,2065,,5227.927,,Belgrade
Serbia,SRB,2070,,5120.0396,,Belgrade
Serbia,SRB,2075,,5003.7744,,Belgrade
Serbia,SRB,2080,,4899.446,,Belgrade
Serbia,SRB,2085,,4830.122,,Belgrade
Serbia,SRB,2090,,4731.474,,Belgrade
Serbia,SRB,2095,,4625.241,,Belgrade
Serbia,SRB,2100,,4547.684,,Belgrade
Sierra Leone,SLE,1975,4075.6936,,Freetown,
Sierra Leone,SLE,1980,4613.2393,,Freetown,
Sierra Leone,SLE,1985,5838.1323,,Freetown,
Sierra Leone,SLE,1990,6690.6885,,Freetown,
Sierra Leone,SLE,1995,6477.772,,Freetown,
Sierra Leone,SLE,2000,7196.644,,Freetown,
Sierra Leone,SLE,2005,7707.5664,,Freetown,
Sierra Leone,SLE,2010,7700.7695,,Freetown,
Sierra Leone,SLE,2015,7347.138,,Freetown,
Sierra Leone,SLE,2020,9117.692,9117.692,Freetown,Freetown
Sierra Leone,SLE,2025,,9217.91,,Freetown
Sierra Leone,SLE,2030,,9171.228,,Freetown
Sierra Leone,SLE,2035,,9952.031,,Freetown
Sierra Leone,SLE,2040,,10397.406,,Freetown
Sierra Leone,SLE,2045,,10266.926,,Freetown
Sierra Leone,SLE,2050,,10434.687,,Freetown
Sierra Leone,SLE,2055,,10683.8,,Freetown
Sierra Leone,SLE,2060,,10831.209,,Freetown
Sierra Leone,SLE,2065,,10958.351,,Freetown
Sierra Leone,SLE,2070,,10871.464,,Freetown
Sierra Leone,SLE,2075,,10867.696,,Freetown
Sierra Leone,SLE,2080,,10809.215,,Freetown
Sierra Leone,SLE,2085,,10881.169,,Freetown
Sierra Leone,SLE,2090,,10750.573,,Freetown
Sierra Leone,SLE,2095,,10766.063,,Freetown
Sierra Leone,SLE,2100,,10731.674,,Freetown
Singapore,SGP,1975,6571.341,,Singapore,
Singapore,SGP,1980,6650.2295,,Singapore,
Singapore,SGP,1985,7223.0874,,Singapore,
Singapore,SGP,1990,7958.7573,,Singapore,
Singapore,SGP,1995,8911.998,,Singapore,
Singapore,SGP,2000,10140.825,,Singapore,
Singapore,SGP,2005,10614.287,,Singapore,
Singapore,SGP,2010,12151.56,,Singapore,
Singapore,SGP,2015,13030.349,,Singapore,
Singapore,SGP,2020,13086.836,13086.836,Singapore,Singapore
Singapore,SGP,2025,,13525.879,,Singapore
Singapore,SGP,2030,,13687.507,,Singapore
Singapore,SGP,2035,,13500.691,,Singapore
Singapore,SGP,2040,,13572.027,,Singapore
Singapore,SGP,2045,,13481.993,,Singapore
Singapore,SGP,2050,,13313.334,,Singapore
Singapore,SGP,2055,,13058.706,,Singapore
Singapore,SGP,2060,,12839.6875,,Singapore
Singapore,SGP,2065,,12539.251,,Singapore
Singapore,SGP,2070,,12030.611,,Singapore
Singapore,SGP,2075,,11546.64,,Singapore
Singapore,SGP,2080,,11012.38,,Singapore
Singapore,SGP,2085,,10530.831,,Singapore
Singapore,SGP,2090,,10109.638,,Singapore
Singapore,SGP,2095,,9562.686,,Singapore
Singapore,SGP,2100,,9067.525,,Singapore
Slovakia,SVK,1975,4550.0034,,Bratislava,
Slovakia,SVK,1980,4704.6836,,Bratislava,
Slovakia,SVK,1985,4785.1416,,Bratislava,
Slovakia,SVK,1990,4599.911,,Bratislava,
Slovakia,SVK,1995,4458.2544,,Bratislava,
Slovakia,SVK,2000,4532.4116,,Bratislava,
Slovakia,SVK,2005,4356.4424,,Bratislava,
Slovakia,SVK,2010,4145.4663,,Bratislava,
Slovakia,SVK,2015,4046.7314,,Bratislava,
Slovakia,SVK,2020,4025.6907,4025.6907,Bratislava,Bratislava
Slovakia,SVK,2025,,4007.4087,,Bratislava
Slovakia,SVK,2030,,3990.7866,,Bratislava
Slovakia,SVK,2035,,3958.8206,,Bratislava
Slovakia,SVK,2040,,3910.9788,,Bratislava
Slovakia,SVK,2045,,3864.1243,,Bratislava
Slovakia,SVK,2050,,3813.1963,,Bratislava
Slovakia,SVK,2055,,3762.065,,Bratislava
Slovakia,SVK,2060,,3731.3962,,Bratislava
Slovakia,SVK,2065,,3663.3853,,Bratislava
Slovakia,SVK,2070,,3588.6396,,Bratislava
Slovakia,SVK,2075,,3512.4016,,Bratislava
Slovakia,SVK,2080,,3450.6975,,Bratislava
Slovakia,SVK,2085,,3388.8196,,Bratislava
Slovakia,SVK,2090,,3342.0623,,Bratislava
Slovakia,SVK,2095,,3292.8389,,Bratislava
Slovakia,SVK,2100,,3338.7385,,Bratislava
Slovenia,SVN,1975,3189.7766,,Ljubljana,
Slovenia,SVN,1980,3345.613,,Ljubljana,
Slovenia,SVN,1985,3483.35,,Ljubljana,
Slovenia,SVN,1990,3809.846,,Ljubljana,
Slovenia,SVN,1995,3635.6716,,Ljubljana,
Slovenia,SVN,2000,3574.2273,,Ljubljana,
Slovenia,SVN,2005,3581.8274,,Ljubljana,
Slovenia,SVN,2010,3539.0466,,Ljubljana,
Slovenia,SVN,2015,3612.1877,,Ljubljana,
Slovenia,SVN,2020,3760.6306,3760.6306,Ljubljana,Ljubljana
Slovenia,SVN,2025,,3794.9458,,Ljubljana
Slovenia,SVN,2030,,3770.522,,Ljubljana
Slovenia,SVN,2035,,3757.4224,,Ljubljana
Slovenia,SVN,2040,,3740.7869,,Ljubljana
Slovenia,SVN,2045,,3724.8054,,Ljubljana
Slovenia,SVN,2050,,3700.9753,,Ljubljana
Slovenia,SVN,2055,,3681.2727,,Ljubljana
Slovenia,SVN,2060,,3651.5564,,Ljubljana
Slovenia,SVN,2065,,3620.1353,,Ljubljana
Slovenia,SVN,2070,,3595.3215,,Ljubljana
Slovenia,SVN,2075,,3566.864,,Ljubljana
Slovenia,SVN,2080,,3552.7068,,Ljubljana
Slovenia,SVN,2085,,3536.1638,,Ljubljana
Slovenia,SVN,2090,,3527.03,,Ljubljana
Slovenia,SVN,2095,,3516.4114,,Ljubljana
Slovenia,SVN,2100,,3505.7217,,Ljubljana
Solomon Islands,SLB,2000,2150.416,,Honiara,
Solomon Islands,SLB,2005,2416.2239,,Honiara,
Solomon Islands,SLB,2010,2737.2422,,Honiara,
Solomon Islands,SLB,2015,3070.9302,,Honiara,
Solomon Islands,SLB,2020,3170.3564,3170.3564,Honiara,Honiara
Solomon Islands,SLB,2025,,3362.79,,Honiara
Solomon Islands,SLB,2030,,3577.4998,,Honiara
Solomon Islands,SLB,2035,,3608.7107,,Honiara
Solomon Islands,SLB,2040,,3424.2012,,Honiara
Solomon Islands,SLB,2045,,3501.752,,Honiara
Solomon Islands,SLB,2050,,3648.403,,Honiara
Solomon Islands,SLB,2055,,3733.922,,Honiara
Solomon Islands,SLB,2060,,3652.6743,,Honiara
Solomon Islands,SLB,2065,,3634.9773,,Honiara
Solomon Islands,SLB,2070,,3721.4673,,Honiara
Solomon Islands,SLB,2075,,3795.3665,,Honiara
Solomon Islands,SLB,2080,,3852.7383,,Honiara
Solomon Islands,SLB,2085,,3905.0664,,Honiara
Solomon Islands,SLB,2090,,3940.7017,,Honiara
Solomon Islands,SLB,2095,,3975.1697,,Honiara
Solomon Islands,SLB,2100,,3992.513,,Honiara
Somalia,SOM,1975,6911.3525,,Mogadishu,
Somalia,SOM,1980,7977.872,,Mogadishu,
Somalia,SOM,1985,8319.402,,Mogadishu,
Somalia,SOM,1990,10904.062,,Mogadishu,
Somalia,SOM,1995,10981.821,,Mogadishu,
Somalia,SOM,2000,10592.474,,Mogadishu,
Somalia,SOM,2005,11780.037,,Mogadishu,
Somalia,SOM,2010,12531.014,,Mogadishu,
Somalia,SOM,2015,13715.925,,Mogadishu,
Somalia,SOM,2020,21603.84,21603.84,Mogadishu,Mogadishu
Somalia,SOM,2025,,21356.457,,Mogadishu
Somalia,SOM,2030,,22706.44,,Mogadishu
Somalia,SOM,2035,,22628.367,,Mogadishu
Somalia,SOM,2040,,23656.373,,Mogadishu
Somalia,SOM,2045,,24565.926,,Mogadishu
Somalia,SOM,2050,,24723.723,,Mogadishu
Somalia,SOM,2055,,24000.14,,Mogadishu
Somalia,SOM,2060,,22013.44,,Mogadishu
Somalia,SOM,2065,,20726.912,,Mogadishu
Somalia,SOM,2070,,20840.055,,Mogadishu
Somalia,SOM,2075,,20635.299,,Mogadishu
Somalia,SOM,2080,,19083.963,,Mogadishu
Somalia,SOM,2085,,19181.814,,Mogadishu
Somalia,SOM,2090,,18969.791,,Mogadishu
Somalia,SOM,2095,,18996.385,,Mogadishu
Somalia,SOM,2100,,18743.812,,Mogadishu
South Africa,ZAF,1975,4352.5337,,Pretoria,
South Africa,ZAF,1980,4321.652,,Pretoria,
South Africa,ZAF,1985,4574.2866,,Pretoria,
South Africa,ZAF,1990,3816.6418,,Pretoria,
South Africa,ZAF,1995,3621.3955,,Pretoria,
South Africa,ZAF,2000,3727.025,,Pretoria,
South Africa,ZAF,2005,3572.5095,,Pretoria,
South Africa,ZAF,2010,3254.4192,,Pretoria,
South Africa,ZAF,2015,3671.464,,Pretoria,
South Africa,ZAF,2020,4108.845,4108.845,Pretoria,Pretoria
South Africa,ZAF,2025,,4330.5806,,Pretoria
South Africa,ZAF,2030,,4340.164,,Pretoria
South Africa,ZAF,2035,,4418.3853,,Pretoria
South Africa,ZAF,2040,,4486.234,,Pretoria
South Africa,ZAF,2045,,4552.7837,,Pretoria
South Africa,ZAF,2050,,4584.858,,Pretoria
South Africa,ZAF,2055,,4646.6016,,Pretoria
South Africa,ZAF,2060,,4730.1377,,Pretoria
South Africa,ZAF,2065,,4712.4478,,Pretoria
South Africa,ZAF,2070,,4730.415,,Pretoria
South Africa,ZAF,2075,,4725.4395,,Pretoria
South Africa,ZAF,2080,,4731.424,,Pretoria
South Africa,ZAF,2085,,4659.105,,Pretoria
South Africa,ZAF,2090,,4685.757,,Pretoria
South Africa,ZAF,2095,,4718.8325,,Pretoria
South Africa,ZAF,2100,,4738.681,,Pretoria
South Korea,KOR,1975,10609.522,,Seoul,
South Korea,KOR,1980,11970.376,,Seoul,
South Korea,KOR,1985,11813.689,,Seoul,
South Korea,KOR,1990,12463.658,,Seoul,
South Korea,KOR,1995,11369.976,,Seoul,
South Korea,KOR,2000,10581.776,,Seoul,
South Korea,KOR,2005,9990.594,,Seoul,
South Korea,KOR,2010,9687.766,,Seoul,
South Korea,KOR,2015,9736.576,,Seoul,
South Korea,KOR,2020,9808.336,9808.336,Seoul,Seoul
South Korea,KOR,2025,,9973.606,,Seoul
South Korea,KOR,2030,,10007.472,,Seoul
South Korea,KOR,2035,,9978.902,,Seoul
South Korea,KOR,2040,,9858.244,,Seoul
South Korea,KOR,2045,,9661.619,,Seoul
South Korea,KOR,2050,,9395.93,,Seoul
South Korea,KOR,2055,,9164.883,,Seoul
South Korea,KOR,2060,,8795.343,,Seoul
South Korea,KOR,2065,,8412.385,,Seoul
South Korea,KOR,2070,,8029.3086,,Seoul
South Korea,KOR,2075,,7625.366,,Seoul
South Korea,KOR,2080,,7288.6,,Seoul
South Korea,KOR,2085,,7001.362,,Seoul
South Korea,KOR,2090,,6649.9414,,Seoul
South Korea,KOR,2095,,6338.9204,,Seoul
South Korea,KOR,2100,,6140.769,,Seoul
South Sudan,SSD,1975,3162.82,,Juba,
South Sudan,SSD,1980,3474.7754,,Juba,
South Sudan,SSD,1985,3870.0947,,Juba,
South Sudan,SSD,1990,3613.5642,,Juba,
South Sudan,SSD,1995,4072.3552,,Juba,
South Sudan,SSD,2000,4673.279,,Juba,
South Sudan,SSD,2005,4291.4375,,Juba,
South Sudan,SSD,2010,4643.038,,Juba,
South Sudan,SSD,2015,4749.0303,,Juba,
South Sudan,SSD,2020,4048.49,4048.49,Juba,Juba
South Sudan,SSD,2025,,4207.6465,,Juba
South Sudan,SSD,2030,,4246.082,,Juba
South Sudan,SSD,2035,,4244.781,,Juba
South Sudan,SSD,2040,,4326.377,,Juba
South Sudan,SSD,2045,,4469.978,,Juba
South Sudan,SSD,2050,,4479.5186,,Juba
South Sudan,SSD,2055,,4367.7544,,Juba
South Sudan,SSD,2060,,4363.6934,,Juba
South Sudan,SSD,2065,,4298.561,,Juba
South Sudan,SSD,2070,,4275.9736,,Juba
South Sudan,SSD,2075,,4318.005,,Juba
South Sudan,SSD,2080,,4300.528,,Juba
South Sudan,SSD,2085,,4311.406,,Juba
South Sudan,SSD,2090,,4296.2686,,Juba
South Sudan,SSD,2095,,4293.9346,,Juba
South Sudan,SSD,2100,,4252.265,,Juba
Spain,ESP,1975,8065.17,,Madrid,
Spain,ESP,1980,8266.572,,Madrid,
Spain,ESP,1985,8173.0845,,Madrid,
Spain,ESP,1990,8160.12,,Madrid,
Spain,ESP,1995,8160.533,,Madrid,
Spain,ESP,2000,7794.879,,Madrid,
Spain,ESP,2005,7859.022,,Madrid,
Spain,ESP,2010,8131.3774,,Madrid,
Spain,ESP,2015,8307.873,,Madrid,
Spain,ESP,2020,8523.414,8523.414,Madrid,Madrid
Spain,ESP,2025,,8656.746,,Madrid
Spain,ESP,2030,,8666.208,,Madrid
Spain,ESP,2035,,8663.48,,Madrid
Spain,ESP,2040,,8653.088,,Madrid
Spain,ESP,2045,,8633.734,,Madrid
Spain,ESP,2050,,8558.451,,Madrid
Spain,ESP,2055,,8281.373,,Madrid
Spain,ESP,2060,,8168.328,,Madrid
Spain,ESP,2065,,8051.485,,Madrid
Spain,ESP,2070,,7921.4756,,Madrid
Spain,ESP,2075,,7754.517,,Madrid
Spain,ESP,2080,,7633.661,,Madrid
Spain,ESP,2085,,7510.7905,,Madrid
Spain,ESP,2090,,7415.668,,Madrid
Spain,ESP,2095,,7404.646,,Madrid
Spain,ESP,2100,,7279.709,,Madrid
Sri Lanka,LKA,1975,3910.8198,,Colombo [Sri Jayawardenepura Kotte],
Sri Lanka,LKA,1980,3627.5195,,Colombo [Sri Jayawardenepura Kotte],
Sri Lanka,LKA,1985,3672.7366,,Colombo [Sri Jayawardenepura Kotte],
Sri Lanka,LKA,1990,3591.4575,,Colombo [Sri Jayawardenepura Kotte],
Sri Lanka,LKA,1995,3643.3992,,Colombo [Sri Jayawardenepura Kotte],
Sri Lanka,LKA,2000,3849.2576,,Colombo [Sri Jayawardenepura Kotte],
Sri Lanka,LKA,2005,3904.68,,Colombo [Sri Jayawardenepura Kotte],
Sri Lanka,LKA,2010,3876.0442,,Colombo [Sri Jayawardenepura Kotte],
Sri Lanka,LKA,2015,3876.92,,Colombo [Sri Jayawardenepura Kotte],
Sri Lanka,LKA,2020,3887.2246,3887.2246,Colombo [Sri Jayawardenepura Kotte],Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2025,,3892.5767,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2030,,3897.2434,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2035,,3860.021,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2040,,3893.3162,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2045,,3933.1128,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2050,,3948.4592,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2055,,3927.3384,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2060,,3920.505,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2065,,3902.1543,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2070,,3893.921,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2075,,3862.1165,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2080,,3814.9,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2085,,3767.526,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2090,,3705.0771,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2095,,3647.4238,,Colombo [Sri Jayawardenepura Kotte]
Sri Lanka,LKA,2100,,3617.5332,,Colombo [Sri Jayawardenepura Kotte]
Sudan,SDN,1975,3886.3953,,Khartoum,
Sudan,SDN,1980,3372.4001,,Khartoum,
Sudan,SDN,1985,3842.9866,,Khartoum,
Sudan,SDN,1990,4588.3223,,Khartoum,
Sudan,SDN,1995,4989.7764,,Khartoum,
Sudan,SDN,2000,5092.4907,,Khartoum,
Sudan,SDN,2005,5568.2925,,Khartoum,
Sudan,SDN,2010,6074.456,,Khartoum,
Sudan,SDN,2015,6559.7915,,Khartoum,
Sudan,SDN,2020,7000.704,7000.704,Khartoum,Khartoum
Sudan,SDN,2025,,7012.7246,,Khartoum
Sudan,SDN,2030,,7282.058,,Khartoum
Sudan,SDN,2035,,7299.0405,,Khartoum
Sudan,SDN,2040,,7431.8604,,Khartoum
Sudan,SDN,2045,,7473.264,,Khartoum
Sudan,SDN,2050,,7549.4434,,Khartoum
Sudan,SDN,2055,,7744.7354,,Khartoum
Sudan,SDN,2060,,7552.8755,,Khartoum
Sudan,SDN,2065,,7662.4653,,Khartoum
Sudan,SDN,2070,,7673.6714,,Khartoum
Sudan,SDN,2075,,7635.0186,,Khartoum
Sudan,SDN,2080,,7675.6567,,Khartoum
Sudan,SDN,2085,,7759.629,,Khartoum
Sudan,SDN,2090,,7737.4565,,Khartoum
Sudan,SDN,2095,,7792.479,,Khartoum
Sudan,SDN,2100,,7800.867,,Khartoum
Suriname,SUR,1975,2255.3909,,Paramaribo,
Suriname,SUR,1980,2628.1912,,Paramaribo,
Suriname,SUR,1985,2583.6316,,Paramaribo,
Suriname,SUR,1990,2692.2927,,Paramaribo,
Suriname,SUR,1995,2718.0051,,Paramaribo,
Suriname,SUR,2000,2776.8372,,Paramaribo,
Suriname,SUR,2005,2915.4182,,Paramaribo,
Suriname,SUR,2010,2679.1047,,Paramaribo,
Suriname,SUR,2015,2616.6677,,Paramaribo,
Suriname,SUR,2020,2646.5688,2646.5688,Paramaribo,Paramaribo
Suriname,SUR,2025,,2687.0273,,Paramaribo
Suriname,SUR,2030,,2685.6287,,Paramaribo
Suriname,SUR,2035,,2641.2415,,Paramaribo
Suriname,SUR,2040,,2672.7002,,Paramaribo
Suriname,SUR,2045,,2662.5667,,Paramaribo
Suriname,SUR,2050,,2681.2756,,Paramaribo
Suriname,SUR,2055,,2696.8433,,Paramaribo
Suriname,SUR,2060,,2660.6255,,Paramaribo
Suriname,SUR,2065,,2666.3179,,Paramaribo
Suriname,SUR,2070,,2588.0808,,Paramaribo
Suriname,SUR,2075,,2584.7222,,Paramaribo
Suriname,SUR,2080,,2572.9277,,Paramaribo
Suriname,SUR,2085,,2557.0857,,Paramaribo
Suriname,SUR,2090,,2530.0806,,Paramaribo
Suriname,SUR,2095,,2576.6118,,Paramaribo
Suriname,SUR,2100,,2553.1018,,Paramaribo
Sweden,SWE,1975,3186.0818,,Stockholm,
Sweden,SWE,1980,3043.7732,,Stockholm,
Sweden,SWE,1985,2972.7932,,Stockholm,
Sweden,SWE,1990,3032.04,,Stockholm,
Sweden,SWE,1995,3242.6392,,Stockholm,
Sweden,SWE,2000,3417.875,,Stockholm,
Sweden,SWE,2005,3515.3423,,Stockholm,
Sweden,SWE,2010,3643.0115,,Stockholm,
Sweden,SWE,2015,3887.9497,,Stockholm,
Sweden,SWE,2020,4272.2407,4272.2407,Stockholm,Stockholm
Sweden,SWE,2025,,4438.1455,,Stockholm
Sweden,SWE,2030,,4308.9883,,Stockholm
Sweden,SWE,2035,,4175.6055,,Stockholm
Sweden,SWE,2040,,4108.904,,Stockholm
Sweden,SWE,2045,,4164.0635,,Stockholm
Sweden,SWE,2050,,4188.701,,Stockholm
Sweden,SWE,2055,,4094.092,,Stockholm
Sweden,SWE,2060,,4087.3638,,Stockholm
Sweden,SWE,2065,,4078.2388,,Stockholm
Sweden,SWE,2070,,4091.1372,,Stockholm
Sweden,SWE,2075,,4081.7297,,Stockholm
Sweden,SWE,2080,,4096.7686,,Stockholm
